Ticker,Company_Name,Score,Result_Tag,Latest_GPM,GPM_YoY_Slope,GPM_Inflection,GPM_Consecutive,Latest_OPM,OPM_YoY_Slope,OPM_Inflection,OPM_Consecutive,Operating_Leverage,Rev_YoY,Rev_Acceleration,Rev_New_High,Non_Op_Ratio,Score_Details,Score_Percentile
2354.TW,鴻準,93,🏆 SSS級：雙拐點確認,3.56,0.59,True,1,1.34,0.39,True,1,0.66,7.78,0.0,True,0,"{""base"": 30, ""gpm_inflection"": ""+15 (GPM拐點)"", ""opm_inflection"": ""+10 (OPM拐點)"", ""ol"": ""+10 (OL=0.66)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",83.33333333333334
2439.TW,美律,93,🔥 S級：結構性拐點,12.29,0.58,True,1,2.82,0.46,False,3,0.79,7.8,0.0,True,0,"{""base"": 30, ""gpm_inflection"": ""+15 (GPM拐點)"", ""opm_consecutive"": ""+10 (OPM連續3季)"", ""ol"": ""+10 (OL=0.79)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",83.33333333333334
2457.TW,飛宏,93,⭐ A級：持續性擴張,21.01,3.03,False,3,-5.88,3.37,False,3,1.11,4.17,0.0,True,0,"{""base"": 30, ""gpm_consecutive"": ""+10 (GPM連續3季)"", ""opm_consecutive"": ""+10 (OPM連續3季)"", ""ol"": ""+15 (OL=1.11)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",83.33333333333334
2637.TW,慧洋-KY,93,⭐ A級：持續性擴張,19.5,1.45,False,3,18.4,1.54,False,3,1.06,5.04,0.0,True,0,"{""base"": 30, ""gpm_consecutive"": ""+10 (GPM連續3季)"", ""opm_consecutive"": ""+10 (OPM連續3季)"", ""ol"": ""+15 (OL=1.06)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",83.33333333333334
3035.TW,智原,93,🔥 S級：結構性拐點,24.19,0.01,False,3,3.11,1.7,True,1,170.0,3.5,0.0,True,0,"{""base"": 30, ""opm_inflection"": ""+10 (OPM拐點)"", ""gpm_consecutive"": ""+10 (GPM連續3季)"", ""ol"": ""+15 (OL=170.00)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",83.33333333333334
3406.TW,玉晶光,93,⭐ A級：持續性擴張,31.82,2.04,False,2,18.54,5.35,False,2,2.62,10.65,0.0,True,0,"{""base"": 30, ""gpm_consecutive"": ""+10 (GPM連續2季)"", ""opm_consecutive"": ""+10 (OPM連續2季)"", ""ol"": ""+15 (OL=2.62)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",83.33333333333334
6414.TW,樺漢,93,⭐ A級：持續性擴張,20.46,2.24,False,2,2.47,3.24,False,2,1.45,10.46,0.0,True,0,"{""base"": 30, ""gpm_consecutive"": ""+10 (GPM連續2季)"", ""opm_consecutive"": ""+10 (OPM連續2季)"", ""ol"": ""+15 (OL=1.45)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",83.33333333333334
3532.TW,台勝科,93,🏆 SSS級：雙拐點確認,15.86,1.44,True,1,7.69,1.34,True,1,0.93,0.93,0.0,True,0,"{""base"": 30, ""gpm_inflection"": ""+15 (GPM拐點)"", ""opm_inflection"": ""+10 (OPM拐點)"", ""ol"": ""+10 (OL=0.93)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",83.33333333333334
2241.TW,原相,93,⭐ A級：持續性擴張,-2.34,15.9,False,2,-24.54,21.52,False,2,1.35,0.5,0.0,True,0,"{""base"": 30, ""gpm_consecutive"": ""+10 (GPM連續2季)"", ""opm_consecutive"": ""+10 (OPM連續2季)"", ""ol"": ""+15 (OL=1.35)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",83.33333333333334
2382.TW,廣達,93,🏆 SSS級：雙拐點確認,7.27,0.22,True,1,4.27,0.22,True,1,1.0,15.17,0.0,True,0,"{""base"": 30, ""gpm_inflection"": ""+15 (GPM拐點)"", ""opm_inflection"": ""+10 (OPM拐點)"", ""ol"": ""+10 (OL=1.00)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",83.33333333333334
2002.TW,中鋼,93,🏆 SSS級：雙拐點確認,2.23,1.55,True,1,-1.76,1.31,True,1,0.85,0.29,0.0,True,0,"{""base"": 30, ""gpm_inflection"": ""+15 (GPM拐點)"", ""opm_inflection"": ""+10 (OPM拐點)"", ""ol"": ""+10 (OL=0.85)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",83.33333333333334
4919.TW,新唐,90,🏆 SSS級：雙拐點確認,37.42,2.52,True,1,-2.32,1.54,True,1,0.61,-1.76,0.0,False,0,"{""base"": 30, ""gpm_inflection"": ""+15 (GPM拐點)"", ""opm_inflection"": ""+10 (OPM拐點)"", ""ol"": ""+10 (OL=0.61)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""0"", ""non_op"": ""+5 (低業外)""}",75.36231884057972
2344.TW,華邦電,88,⭐ A級：持續性擴張,31.94,9.28,False,3,2.3,8.46,False,3,0.91,7.51,0.0,True,0,"{""base"": 30, ""gpm_consecutive"": ""+10 (GPM連續3季)"", ""opm_consecutive"": ""+10 (OPM連續3季)"", ""ol"": ""+10 (OL=0.91)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",68.11594202898551
1326.TW,台化,88,⭐ A級：持續性擴張,3.02,2.15,False,2,-1.43,2.0,False,2,0.93,8.21,0.0,True,0,"{""base"": 30, ""gpm_consecutive"": ""+10 (GPM連續2季)"", ""opm_consecutive"": ""+10 (OPM連續2季)"", ""ol"": ""+10 (OL=0.93)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",68.11594202898551
3706.TW,神達,88,⭐ A級：持續性擴張,11.88,1.16,False,2,5.55,0.85,False,2,0.73,15.58,0.0,True,0,"{""base"": 30, ""gpm_consecutive"": ""+10 (GPM連續2季)"", ""opm_consecutive"": ""+10 (OPM連續2季)"", ""ol"": ""+10 (OL=0.73)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",68.11594202898551
3231.TW,緯創,88,⭐ A級：持續性擴張,6.38,1.94,False,2,3.62,1.66,False,2,0.86,10.57,0.0,True,0,"{""base"": 30, ""gpm_consecutive"": ""+10 (GPM連續2季)"", ""opm_consecutive"": ""+10 (OPM連續2季)"", ""ol"": ""+10 (OL=0.86)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",68.11594202898551
2615.TW,萬海,88,🏆 SSS級：雙拐點確認,29.48,1.07,True,1,25.14,0.28,True,1,0.26,8.18,0.0,True,0,"{""base"": 30, ""gpm_inflection"": ""+15 (GPM拐點)"", ""opm_inflection"": ""+10 (OPM拐點)"", ""ol"": ""+5 (OL=0.26)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",68.11594202898551
2606.TW,裕民,88,⭐ A級：持續性擴張,26.36,3.57,False,3,21.3,3.51,False,3,0.98,9.98,0.0,True,0,"{""base"": 30, ""gpm_consecutive"": ""+10 (GPM連續3季)"", ""opm_consecutive"": ""+10 (OPM連續3季)"", ""ol"": ""+10 (OL=0.98)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",68.11594202898551
9904.TW,寶成,88,🏆 SSS級：雙拐點確認,23.15,0.46,True,1,4.67,0.13,True,1,0.28,10.01,0.0,True,0,"{""base"": 30, ""gpm_inflection"": ""+15 (GPM拐點)"", ""opm_inflection"": ""+10 (OPM拐點)"", ""ol"": ""+5 (OL=0.28)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",68.11594202898551
2451.TW,創見,88,⭐ A級：持續性擴張,37.07,2.74,False,3,26.86,2.73,False,3,1.0,9.28,0.0,True,0,"{""base"": 30, ""gpm_consecutive"": ""+10 (GPM連續3季)"", ""opm_consecutive"": ""+10 (OPM連續3季)"", ""ol"": ""+10 (OL=1.00)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",68.11594202898551
2376.TW,技嘉,88,🏆 SSS級：雙拐點確認,10.5,1.08,True,1,5.24,0.06,True,1,0.06,6.91,0.0,True,0,"{""base"": 30, ""gpm_inflection"": ""+15 (GPM拐點)"", ""opm_inflection"": ""+10 (OPM拐點)"", ""ol"": ""+5 (OL=0.06)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",68.11594202898551
6005.TW,群益證,88,⭐ A級：持續性擴張,69.12,1.63,False,3,22.82,1.21,False,3,0.74,6.13,0.0,True,0,"{""base"": 30, ""gpm_consecutive"": ""+10 (GPM連續3季)"", ""opm_consecutive"": ""+10 (OPM連續3季)"", ""ol"": ""+10 (OL=0.74)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",68.11594202898551
2105.TW,正新,88,⭐ A級：持續性擴張,22.69,0.85,False,2,8.22,0.62,False,2,0.73,6.07,0.0,True,0,"{""base"": 30, ""gpm_consecutive"": ""+10 (GPM連續2季)"", ""opm_consecutive"": ""+10 (OPM連續2季)"", ""ol"": ""+10 (OL=0.73)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",68.11594202898551
1802.TW,台玻,88,⭐ A級：持續性擴張,10.88,0.88,False,2,-0.47,0.79,False,3,0.9,4.83,0.0,True,0,"{""base"": 30, ""gpm_consecutive"": ""+10 (GPM連續2季)"", ""opm_consecutive"": ""+10 (OPM連續3季)"", ""ol"": ""+10 (OL=0.90)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",68.11594202898551
2368.TW,金像電,88,⭐ A級：持續性擴張,32.48,2.92,False,2,23.07,2.37,False,3,0.81,30.72,0.0,True,0,"{""base"": 30, ""gpm_consecutive"": ""+10 (GPM連續2季)"", ""opm_consecutive"": ""+10 (OPM連續3季)"", ""ol"": ""+10 (OL=0.81)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",68.11594202898551
3661.TW,世芯-KY,88,⭐ A級：持續性擴張,23.5,2.86,False,2,14.51,1.93,False,2,0.67,7.96,0.0,True,0,"{""base"": 30, ""gpm_consecutive"": ""+10 (GPM連續2季)"", ""opm_consecutive"": ""+10 (OPM連續2季)"", ""ol"": ""+10 (OL=0.67)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",68.11594202898551
6669.TW,緯穎,88,🔥 S級：結構性拐點,8.71,0.13,True,1,7.21,0.01,False,3,0.08,18.78,0.0,True,0,"{""base"": 30, ""gpm_inflection"": ""+15 (GPM拐點)"", ""opm_consecutive"": ""+10 (OPM連續3季)"", ""ol"": ""+5 (OL=0.08)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",68.11594202898551
2301.TW,光寶科,88,⭐ A級：持續性擴張,23.34,1.22,False,3,9.93,0.71,False,2,0.58,3.9,0.0,True,0,"{""base"": 30, ""gpm_consecutive"": ""+10 (GPM連續3季)"", ""opm_consecutive"": ""+10 (OPM連續2季)"", ""ol"": ""+10 (OL=0.58)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",68.11594202898551
4938.TW,和碩,88,⭐ A級：持續性擴張,3.69,0.56,False,2,0.9,0.35,False,2,0.62,6.82,0.0,True,0,"{""base"": 30, ""gpm_consecutive"": ""+10 (GPM連續2季)"", ""opm_consecutive"": ""+10 (OPM連續2季)"", ""ol"": ""+10 (OL=0.62)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",68.11594202898551
3034.TW,聯詠,88,🏆 SSS級：雙拐點確認,37.5,1.2,True,1,18.47,0.03,True,1,0.02,6.6,0.0,True,0,"{""base"": 30, ""gpm_inflection"": ""+15 (GPM拐點)"", ""opm_inflection"": ""+10 (OPM拐點)"", ""ol"": ""+5 (OL=0.02)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",68.11594202898551
2356.TW,英業達,88,🏆 SSS級：雙拐點確認,5.35,0.26,True,1,1.96,0.01,True,1,0.04,10.95,0.0,True,0,"{""base"": 30, ""gpm_inflection"": ""+15 (GPM拐點)"", ""opm_inflection"": ""+10 (OPM拐點)"", ""ol"": ""+5 (OL=0.04)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",68.11594202898551
2412.TW,中華電,85,⭐ A級：持續性擴張,38.07,0.93,False,2,21.8,0.91,False,2,0.98,0.0,0.0,True,0,"{""base"": 30, ""gpm_consecutive"": ""+10 (GPM連續2季)"", ""opm_consecutive"": ""+10 (OPM連續2季)"", ""ol"": ""+10 (OL=0.98)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""0"", ""non_op"": ""+5 (低業外)""}",60.86956521739131
6285.TW,啟碁,83,🔥 S級：結構性拐點,11.96,0.41,False,3,3.21,0.01,True,1,0.02,5.0,0.0,True,0,"{""base"": 30, ""opm_inflection"": ""+10 (OPM拐點)"", ""gpm_consecutive"": ""+10 (GPM連續3季)"", ""ol"": ""+5 (OL=0.02)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",58.69565217391305
3665.TW,貿聯-KY,83,⭐ A級：持續性擴張,31.65,0.53,False,3,17.15,0.22,False,3,0.42,14.83,0.0,True,0,"{""base"": 30, ""gpm_consecutive"": ""+10 (GPM連續3季)"", ""opm_consecutive"": ""+10 (OPM連續3季)"", ""ol"": ""+5 (OL=0.42)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",58.69565217391305
4958.TW,臻鼎-KY,83,⭐ A級：持續性擴張,18.55,0.2,False,3,6.38,0.03,False,3,0.15,15.52,0.0,True,0,"{""base"": 30, ""gpm_consecutive"": ""+10 (GPM連續3季)"", ""opm_consecutive"": ""+10 (OPM連續3季)"", ""ol"": ""+5 (OL=0.15)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",58.69565217391305
2480.TW,敦陽科,83,⭐ A級：持續性擴張,24.38,1.03,False,2,12.3,0.26,False,2,0.25,6.69,0.0,True,0,"{""base"": 30, ""gpm_consecutive"": ""+10 (GPM連續2季)"", ""opm_consecutive"": ""+10 (OPM連續2季)"", ""ol"": ""+5 (OL=0.25)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",58.69565217391305
6446.TW,藥華藥,83,⭐ A級：持續性擴張,89.39,1.89,False,3,31.31,0.9,False,2,0.48,4.22,0.0,True,0,"{""base"": 30, ""gpm_consecutive"": ""+10 (GPM連續3季)"", ""opm_consecutive"": ""+10 (OPM連續2季)"", ""ol"": ""+5 (OL=0.48)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",58.69565217391305
2352.TW,佳世達,80,🔥 S級：結構性拐點,16.77,0.63,False,2,1.66,0.24,True,1,0.38,-0.75,0.0,False,0,"{""base"": 30, ""opm_inflection"": ""+10 (OPM拐點)"", ""gpm_consecutive"": ""+10 (GPM連續2季)"", ""ol"": ""+5 (OL=0.38)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""0"", ""non_op"": ""+5 (低業外)""}",56.52173913043478
3008.TW,大立光,78,🔥 S級：結構性拐點,51.39,-2.24,True,0,39.22,-2.58,True,0,1.15,2.33,0.0,True,0,"{""base"": 30, ""gpm_inflection"": ""+15 (GPM拐點)"", ""opm_inflection"": ""+10 (OPM拐點)"", ""ol"": ""+15 (OL=1.15)"", ""gpm_improve"": ""0"", ""opm_improve"": ""0"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",55.434782608695656
1301.TW,台塑,78,🔥 S級：結構性拐點,3.44,-0.06,True,0,-3.83,-0.39,True,0,6.5,9.49,0.0,True,0,"{""base"": 30, ""gpm_inflection"": ""+15 (GPM拐點)"", ""opm_inflection"": ""+10 (OPM拐點)"", ""ol"": ""+15 (OL=6.50)"", ""gpm_improve"": ""0"", ""opm_improve"": ""0"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",55.434782608695656
1795.TW,美時,73,🔥 S級：結構性拐點,59.26,0.42,True,1,30.96,-0.72,True,0,-1.71,8.88,0.0,True,0,"{""base"": 30, ""gpm_inflection"": ""+15 (GPM拐點)"", ""opm_inflection"": ""+10 (OPM拐點)"", ""ol"": ""0 (OL=-1.71)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""0"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",53.2608695652174
2707.TW,晶華,73,🔥 S級：結構性拐點,31.93,-0.06,True,0,24.27,0.26,True,1,-4.33,10.58,0.0,True,0,"{""base"": 30, ""gpm_inflection"": ""+15 (GPM拐點)"", ""opm_inflection"": ""+10 (OPM拐點)"", ""ol"": ""0 (OL=-4.33)"", ""gpm_improve"": ""0"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",53.2608695652174
2474.TW,可成,73,🔥 S級：結構性拐點,31.23,0.77,True,1,17.53,-0.26,True,0,-0.34,6.97,0.0,True,0,"{""base"": 30, ""gpm_inflection"": ""+15 (GPM拐點)"", ""opm_inflection"": ""+10 (OPM拐點)"", ""ol"": ""0 (OL=-0.34)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""0"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",53.2608695652174
3376.TW,新日興,73,🔥 S級：結構性拐點,14.63,0.44,True,1,3.0,-0.14,True,0,-0.32,2.43,0.0,True,0,"{""base"": 30, ""gpm_inflection"": ""+15 (GPM拐點)"", ""opm_inflection"": ""+10 (OPM拐點)"", ""ol"": ""0 (OL=-0.32)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""0"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",53.2608695652174
2337.TW,旺宏,70,🔥 S級：結構性拐點,15.43,-0.22,True,0,-15.63,0.24,False,2,-1.09,-0.09,0.0,False,0,"{""base"": 30, ""gpm_inflection"": ""+15 (GPM拐點)"", ""opm_consecutive"": ""+10 (OPM連續2季)"", ""ol"": ""0 (OL=-1.09)"", ""gpm_improve"": ""0"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""0"", ""non_op"": ""+5 (低業外)""}",51.449275362318836
4961.TW,天鈺,68,⭐ A級：轉型初期,28.71,0.08,False,2,8.89,-0.86,True,0,-10.75,4.22,0.0,True,0,"{""base"": 30, ""opm_inflection"": ""+10 (OPM拐點)"", ""gpm_consecutive"": ""+10 (GPM連續2季)"", ""ol"": ""0 (OL=-10.75)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""0"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",50.72463768115942
6770.TW,力積電,65,⭐ A級：轉型初期,-6.81,2.25,False,2,-15.31,-0.27,True,0,-0.12,-2.93,0.0,False,0,"{""base"": 30, ""opm_inflection"": ""+10 (OPM拐點)"", ""gpm_consecutive"": ""+10 (GPM連續2季)"", ""ol"": ""0 (OL=-0.12)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""0"", ""rev_momentum"": ""0"", ""non_op"": ""+5 (低業外)""}",50.0
3037.TW,欣興,63,⭐ A級：轉型初期,13.28,0.2,True,1,4.46,-0.19,False,0,-0.95,5.12,0.0,True,0,"{""base"": 30, ""gpm_inflection"": ""+15 (GPM拐點)"", ""ol"": ""0 (OL=-0.95)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""0"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",46.73913043478261
6415.TW,矽力*-KY,63,⭐ A級：轉型初期,51.79,0.32,True,1,10.41,-1.52,False,0,-4.75,8.67,0.0,True,0,"{""base"": 30, ""gpm_inflection"": ""+15 (GPM拐點)"", ""ol"": ""0 (OL=-4.75)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""0"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",46.73913043478261
3533.TW,嘉澤,63,⭐ A級：轉型初期,51.22,0.22,True,1,30.88,-0.29,False,0,-1.32,10.12,0.0,True,0,"{""base"": 30, ""gpm_inflection"": ""+15 (GPM拐點)"", ""ol"": ""0 (OL=-1.32)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""0"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",46.73913043478261
2345.TW,智邦,63,⭐ A級：轉型初期,18.17,0.24,True,1,13.06,-0.33,False,0,-1.37,26.49,0.0,True,0,"{""base"": 30, ""gpm_inflection"": ""+15 (GPM拐點)"", ""ol"": ""0 (OL=-1.37)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""0"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",46.73913043478261
6239.TW,力成,63,⭐ A級：轉型初期,16.33,0.41,True,1,10.16,-0.01,False,0,-0.02,3.43,0.0,True,0,"{""base"": 30, ""gpm_inflection"": ""+15 (GPM拐點)"", ""ol"": ""0 (OL=-0.02)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""0"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",46.73913043478261
9914.TW,美利達,63,⭐ A級：轉型初期,15.03,0.18,True,1,7.96,-2.11,False,0,-11.72,3.6,0.0,True,0,"{""base"": 30, ""gpm_inflection"": ""+15 (GPM拐點)"", ""ol"": ""0 (OL=-11.72)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""0"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",46.73913043478261
2379.TW,瑞昱,63,⭐ A級：轉型初期,50.54,0.31,True,1,12.47,-0.09,False,0,-0.29,9.61,0.0,True,0,"{""base"": 30, ""gpm_inflection"": ""+15 (GPM拐點)"", ""ol"": ""0 (OL=-0.29)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""0"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",46.73913043478261
3653.TW,健策,63,⭐ A級：轉型初期,41.72,0.24,True,1,32.33,-0.47,False,0,-1.96,24.51,0.0,True,0,"{""base"": 30, ""gpm_inflection"": ""+15 (GPM拐點)"", ""ol"": ""0 (OL=-1.96)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""0"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",46.73913043478261
3702.TW,大聯大,58,✅ B級：趨勢改善,3.85,0.03,False,3,1.96,0.0,False,0,0.0,11.46,0.0,True,0,"{""base"": 30, ""gpm_consecutive"": ""+10 (GPM連續3季)"", ""ol"": ""0 (OL=0.00)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""0"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",40.21739130434783
9933.TW,中鼎,58,✅ B級：趨勢改善,9.33,1.67,False,2,2.68,-3.21,False,0,-1.92,5.87,0.0,True,0,"{""base"": 30, ""gpm_consecutive"": ""+10 (GPM連續2季)"", ""ol"": ""0 (OL=-1.92)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""0"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",40.21739130434783
