Ticker,Company_Name,Health_Score,CCR_TTM,FCF_Status,FCF_Value,FCF_Yield,FCF_Yield_Status,Margin_Stability,Stability_Status,Asset_Growth,Asset_Growth_Status,Sloan_Ratio,Sloan_Status,Inv_Days,Inv_Days_Change,Inv_Risk,Health_Rating,Score_Details,Score_V1,Result_Tag_V1
3008.TW,大立光,75,0.98,✅ 正流入,31641.01,0.04,⚡ 偏低 (0-2%),,有效季數不足,5.13,✅ 穩健 (0-10%),-0.0136,🏆 優秀 (現金流強勁),63.5,8.9,⚡ 留意 (微升),✅ B級：正常,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 0, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 10, ""inv_penalty"": -5, ""stability_bonus"": 0, ""asset_growth_bonus"": 5}",78,🔥 S級：結構性拐點
2474.TW,可成,60,0.13,✅ 正流入,1705.21,0.01,⚡ 偏低 (0-2%),,有效季數不足,-8.44,🏆 收縮 (<0%，謹慎經營),0.0463,✅ 健康,43.4,-0.7,✅ 健康 (穩定),⚠️ C級：警示,"{""base"": 50, ""ccr_bonus"": 0, ""ccr_extra"": 0, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 0, ""inv_penalty"": 0, ""stability_bonus"": 0, ""asset_growth_bonus"": 10}",73,🔥 S級：結構性拐點
3376.TW,新日興,85,1.09,✅ 正流入,2017.35,0.02,⚡ 偏低 (0-2%),,有效季數不足,-10.42,🏆 收縮 (<0%，謹慎經營),-0.0508,🏆 優秀 (現金流強勁),56.3,7.0,⚡ 留意 (微升),⭐ A級：質優生,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 5, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 10, ""inv_penalty"": -5, ""stability_bonus"": 0, ""asset_growth_bonus"": 10}",73,🔥 S級：結構性拐點
1795.TW,美時,85,1.12,✅ 正流入,7678.98,0.03,⚡ 偏低 (0-2%),,有效季數不足,6.35,✅ 穩健 (0-10%),-0.045,🏆 優秀 (現金流強勁),138.7,-1.9,✅ 健康 (穩定),⭐ A級：質優生,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 5, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 10, ""inv_penalty"": 0, ""stability_bonus"": 0, ""asset_growth_bonus"": 5}",73,🔥 S級：結構性拐點
2707.TW,晶華,90,1.85,✅ 正流入,3002.55,0.05,⚡ 偏低 (0-2%),,有效季數不足,-9.77,🏆 收縮 (<0%，謹慎經營),-0.1351,🏆 優秀 (現金流強勁),1.3,-0.3,✅ 健康 (穩定),🏆 S級：優質生,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 5, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 10, ""inv_penalty"": 0, ""stability_bonus"": 0, ""asset_growth_bonus"": 10}",73,🔥 S級：結構性拐點
2337.TW,旺宏,80,,✅ 正流入,3374.18,0.0,⚡ 偏低 (0-2%),,有效季數不足,-3.3,🏆 收縮 (<0%，謹慎經營),-0.1104,🏆 優秀 (現金流強勁),139.0,-49.8,🏆 優秀 (大幅改善),⭐ A級：質優生,"{""base"": 50, ""ccr_bonus"": 0, ""ccr_extra"": 0, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 10, ""inv_penalty"": 10, ""stability_bonus"": 0, ""asset_growth_bonus"": 10}",70,🔥 S級：結構性拐點
4961.TW,天鈺,65,0.79,✅ 正流入,3557.12,0.05,⚡ 偏低 (0-2%),,有效季數不足,0.68,✅ 穩健 (0-10%),-0.0509,🏆 優秀 (現金流強勁),46.5,-1.1,✅ 健康 (穩定),⚠️ C級：警示,"{""base"": 50, ""ccr_bonus"": 0, ""ccr_extra"": 0, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 10, ""inv_penalty"": 0, ""stability_bonus"": 0, ""asset_growth_bonus"": 5}",68,⭐ A級：轉型初期
6770.TW,力積電,75,,✅ 正流入,7840.55,0.01,⚡ 偏低 (0-2%),,有效季數不足,-6.87,🏆 收縮 (<0%，謹慎經營),-0.0913,🏆 優秀 (現金流強勁),52.2,-11.0,✅ 健康 (改善),✅ B級：正常,"{""base"": 50, ""ccr_bonus"": 0, ""ccr_extra"": 0, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 10, ""inv_penalty"": 5, ""stability_bonus"": 0, ""asset_growth_bonus"": 10}",65,⭐ A級：轉型初期
3037.TW,欣興,85,2.16,✅ 正流入,14524.71,0.01,⚡ 偏低 (0-2%),,有效季數不足,4.13,✅ 穩健 (0-10%),-0.0401,🏆 優秀 (現金流強勁),36.5,1.3,✅ 健康 (穩定),⭐ A級：質優生,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 5, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 10, ""inv_penalty"": 0, ""stability_bonus"": 0, ""asset_growth_bonus"": 5}",63,⭐ A級：轉型初期
6415.TW,矽力*-KY,80,1.16,✅ 正流入,3378.0,0.01,⚡ 偏低 (0-2%),,有效季數不足,6.1,✅ 穩健 (0-10%),-0.0155,🏆 優秀 (現金流強勁),101.2,10.0,⚡ 留意 (微升),⭐ A級：質優生,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 5, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 10, ""inv_penalty"": -5, ""stability_bonus"": 0, ""asset_growth_bonus"": 5}",63,⭐ A級：轉型初期
3533.TW,嘉澤,75,0.91,✅ 正流入,9439.62,0.02,⚡ 偏低 (0-2%),,有效季數不足,-1.53,🏆 收縮 (<0%，謹慎經營),0.0244,✅ 健康,60.2,1.8,✅ 健康 (穩定),✅ B級：正常,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 0, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 0, ""inv_penalty"": 0, ""stability_bonus"": 0, ""asset_growth_bonus"": 10}",63,⭐ A級：轉型初期
3653.TW,健策,35,0.68,✅ 正流入,4250.8,0.0,⚡ 偏低 (0-2%),,有效季數不足,53.83,🚫 過度擴張 (>40%),0.0714,⚡ 留意,76.6,-20.9,🏆 優秀 (大幅改善),🛑 D級：高風險,"{""base"": 50, ""ccr_bonus"": 0, ""ccr_extra"": 0, ""fcf_yield_bonus"": 0, ""sloan_penalty"": -10, ""inv_penalty"": 10, ""stability_bonus"": 0, ""asset_growth_bonus"": -15}",63,⭐ A級：轉型初期
2379.TW,瑞昱,85,1.47,✅ 正流入,27358.63,0.04,⚡ 偏低 (0-2%),,有效季數不足,5.55,✅ 穩健 (0-10%),-0.0727,🏆 優秀 (現金流強勁),70.6,-2.8,✅ 健康 (穩定),⭐ A級：質優生,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 5, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 10, ""inv_penalty"": 0, ""stability_bonus"": 0, ""asset_growth_bonus"": 5}",63,⭐ A級：轉型初期
2345.TW,智邦,45,0.77,✅ 正流入,28046.37,0.01,⚡ 偏低 (0-2%),,有效季數不足,98.72,🚫 過度擴張 (>40%),0.0016,✅ 健康,38.7,-20.8,🏆 優秀 (大幅改善),⚠️ C級：警示,"{""base"": 50, ""ccr_bonus"": 0, ""ccr_extra"": 0, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 0, ""inv_penalty"": 10, ""stability_bonus"": 0, ""asset_growth_bonus"": -15}",63,⭐ A級：轉型初期
6239.TW,力成,85,2.22,✅ 正流入,17691.56,0.04,⚡ 偏低 (0-2%),,有效季數不足,4.26,✅ 穩健 (0-10%),-0.086,🏆 優秀 (現金流強勁),26.0,-3.2,✅ 健康 (穩定),⭐ A級：質優生,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 5, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 10, ""inv_penalty"": 0, ""stability_bonus"": 0, ""asset_growth_bonus"": 5}",63,⭐ A級：轉型初期
9914.TW,美利達,75,,✅ 正流入,1772.2,0.03,⚡ 偏低 (0-2%),,有效季數不足,-13.7,🏆 收縮 (<0%，謹慎經營),-0.0864,🏆 優秀 (現金流強勁),105.0,-9.0,✅ 健康 (改善),✅ B級：正常,"{""base"": 50, ""ccr_bonus"": 0, ""ccr_extra"": 0, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 10, ""inv_penalty"": 5, ""stability_bonus"": 0, ""asset_growth_bonus"": 10}",63,⭐ A級：轉型初期
3702.TW,大聯大,50,-0.88,⚠️ 負流出 (擴產),-12095.34,-0.03,⚠️ 負值 (-5~0%),,有效季數不足,-6.6,🏆 收縮 (<0%，謹慎經營),0.0619,⚡ 留意,38.7,-2.2,✅ 健康 (穩定),⚠️ C級：警示 (Sloan+CCR雙殺),"{""base"": 50, ""ccr_bonus"": 0, ""ccr_extra"": 0, ""fcf_yield_bonus"": 0, ""sloan_penalty"": -10, ""inv_penalty"": 0, ""stability_bonus"": 0, ""asset_growth_bonus"": 10}",58,✅ B級：趨勢改善
9933.TW,中鼎,60,-1.72,⚠️ 負流出 (擴產),-32.21,-0.07,⚠️ 負值 (-5~0%),,有效季數不足,-9.06,🏆 收縮 (<0%，謹慎經營),0.0244,✅ 健康,0.4,-0.0,✅ 健康 (穩定),⚠️ C級：警示,"{""base"": 50, ""ccr_bonus"": 0, ""ccr_extra"": 0, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 0, ""inv_penalty"": 0, ""stability_bonus"": 0, ""asset_growth_bonus"": 10}",58,✅ B級：趨勢改善
6176.TW,瑞儀,50,0.63,✅ 正流入,4523.79,0.04,⚡ 偏低 (0-2%),,有效季數不足,19.57,⚡ 適度擴張 (10-20%),0.0488,✅ 健康,16.2,-0.8,✅ 健康 (穩定),⚠️ C級：警示,"{""base"": 50, ""ccr_bonus"": 0, ""ccr_extra"": 0, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 0, ""inv_penalty"": 0, ""stability_bonus"": 0, ""asset_growth_bonus"": 0}",58,✅ B級：趨勢改善
8210.TW,勤誠,42,0.86,✅ 正流入,2693.73,0.01,⚡ 偏低 (0-2%),,有效季數不足,35.98,⚠️ 高速擴張 (20-40%),0.0633,⚡ 留意,54.4,6.5,⚡ 留意 (微升),⚠️ C級：警示,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 0, ""fcf_yield_bonus"": 0, ""sloan_penalty"": -10, ""inv_penalty"": -5, ""stability_bonus"": 0, ""asset_growth_bonus"": -8}",58,✅ B級：趨勢改善
6515.TW,穎崴,80,0.94,✅ 正流入,2116.44,0.0,⚡ 偏低 (0-2%),,有效季數不足,11.17,⚡ 適度擴張 (10-20%),-0.0258,🏆 優秀 (現金流強勁),47.1,-8.8,✅ 健康 (改善),⭐ A級：質優生,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 0, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 10, ""inv_penalty"": 5, ""stability_bonus"": 0, ""asset_growth_bonus"": 0}",58,✅ B級：趨勢改善
4966.TW,譜瑞-KY,95,1.13,✅ 正流入,3304.31,0.03,⚡ 偏低 (0-2%),,有效季數不足,-1.17,🏆 收縮 (<0%，謹慎經營),-0.0069,🏆 優秀 (現金流強勁),95.3,-13.5,✅ 健康 (改善),🏆 S級：優質生,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 5, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 10, ""inv_penalty"": 5, ""stability_bonus"": 0, ""asset_growth_bonus"": 10}",58,✅ B級：趨勢改善
1514.TW,亞力,37,0.37,⚠️ 負流出 (擴產),-264.47,0.0,⚡ 偏低 (0-2%),,有效季數不足,26.85,⚠️ 高速擴張 (20-40%),0.0967,⚡ 留意,82.2,-14.2,✅ 健康 (改善),🛑 D級：高風險,"{""base"": 50, ""ccr_bonus"": 0, ""ccr_extra"": 0, ""fcf_yield_bonus"": 0, ""sloan_penalty"": -10, ""inv_penalty"": 5, ""stability_bonus"": 0, ""asset_growth_bonus"": -8}",58,✅ B級：趨勢改善
3711.TW,日月光投控,80,2.35,✅ 正流入,106689.17,0.03,⚡ 偏低 (0-2%),,有效季數不足,17.9,⚡ 適度擴張 (10-20%),-0.0738,🏆 優秀 (現金流強勁),35.2,-4.8,✅ 健康 (穩定),⭐ A級：質優生,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 5, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 10, ""inv_penalty"": 0, ""stability_bonus"": 0, ""asset_growth_bonus"": 0}",58,✅ B級：趨勢改善
2330.TW,台積電,85,1.23,✅ 正流入,2169672.12,0.02,⚡ 偏低 (0-2%),,有效季數不足,19.28,⚡ 適度擴張 (10-20%),-0.0369,🏆 優秀 (現金流強勁),53.3,-9.4,✅ 健康 (改善),⭐ A級：質優生,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 5, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 10, ""inv_penalty"": 5, ""stability_bonus"": 0, ""asset_growth_bonus"": 0}",58,✅ B級：趨勢改善
2015.TW,豐興,90,1.62,✅ 正流入,4413.91,0.05,⚡ 偏低 (0-2%),,有效季數不足,-6.64,🏆 收縮 (<0%，謹慎經營),-0.0625,🏆 優秀 (現金流強勁),70.9,4.2,✅ 健康 (穩定),🏆 S級：優質生,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 5, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 10, ""inv_penalty"": 0, ""stability_bonus"": 0, ""asset_growth_bonus"": 10}",58,✅ B級：趨勢改善
1216.TW,統一,85,1.82,✅ 正流入,79495.4,0.07,⚡ 偏低 (0-2%),,有效季數不足,1.73,✅ 穩健 (0-10%),-0.0515,🏆 優秀 (現金流強勁),33.3,-0.3,✅ 健康 (穩定),⭐ A級：質優生,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 5, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 10, ""inv_penalty"": 0, ""stability_bonus"": 0, ""asset_growth_bonus"": 5}",55,✅ B級：趨勢改善
2912.TW,統一超,85,2.09,✅ 正流入,36138.97,0.06,⚡ 偏低 (0-2%),,有效季數不足,6.14,✅ 穩健 (0-10%),-0.0668,🏆 優秀 (現金流強勁),27.0,1.3,✅ 健康 (穩定),⭐ A級：質優生,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 5, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 10, ""inv_penalty"": 0, ""stability_bonus"": 0, ""asset_growth_bonus"": 5}",55,✅ B級：趨勢改善
4763.TW,材料-KY,20,0.73,✅ 正流入,5486.18,0.05,⚡ 偏低 (0-2%),,有效季數不足,6.55,✅ 穩健 (0-10%),0.1792,⚠️ 高風險 (財務虛胖),49.0,14.5,⚡ 留意 (微升),🛑 D級：高風險 (財務虛胖),"{""base"": 50, ""ccr_bonus"": 0, ""ccr_extra"": 0, ""fcf_yield_bonus"": 0, ""sloan_penalty"": -30, ""inv_penalty"": -5, ""stability_bonus"": 0, ""asset_growth_bonus"": 5}",55,✅ B級：趨勢改善
5269.TW,祥碩,45,0.59,✅ 正流入,800.12,0.01,⚡ 偏低 (0-2%),,有效季數不足,7.52,✅ 穩健 (0-10%),0.0277,✅ 健康,86.3,15.5,⚠️ 高風險 (積壓),⚠️ C級：警示,"{""base"": 50, ""ccr_bonus"": 0, ""ccr_extra"": 0, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 0, ""inv_penalty"": -10, ""stability_bonus"": 0, ""asset_growth_bonus"": 5}",55,✅ B級：趨勢改善
2377.TW,微星,80,1.28,✅ 正流入,8491.76,0.05,⚡ 偏低 (0-2%),,有效季數不足,16.87,⚡ 適度擴張 (10-20%),-0.022,🏆 優秀 (現金流強勁),62.2,-0.5,✅ 健康 (穩定),⭐ A級：質優生,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 5, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 10, ""inv_penalty"": 0, ""stability_bonus"": 0, ""asset_growth_bonus"": 0}",53,✅ B級：趨勢改善
1303.TW,南亞,90,9.59,✅ 正流入,19836.94,0.01,⚡ 偏低 (0-2%),,有效季數不足,-6.88,🏆 收縮 (<0%，謹慎經營),-0.0314,🏆 優秀 (現金流強勁),58.5,-1.9,✅ 健康 (穩定),🏆 S級：優質生,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 5, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 10, ""inv_penalty"": 0, ""stability_bonus"": 0, ""asset_growth_bonus"": 10}",53,✅ B級：趨勢改善
2395.TW,研華,75,0.98,✅ 正流入,10811.44,0.02,⚡ 偏低 (0-2%),,有效季數不足,5.51,✅ 穩健 (0-10%),0.02,✅ 健康,69.0,-12.6,✅ 健康 (改善),✅ B級：正常,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 0, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 0, ""inv_penalty"": 5, ""stability_bonus"": 0, ""asset_growth_bonus"": 5}",53,✅ B級：趨勢改善
3044.TW,健鼎,70,0.97,✅ 正流入,11750.56,0.02,⚡ 偏低 (0-2%),,有效季數不足,7.19,✅ 穩健 (0-10%),0.0193,✅ 健康,47.6,2.4,✅ 健康 (穩定),✅ B級：正常,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 0, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 0, ""inv_penalty"": 0, ""stability_bonus"": 0, ""asset_growth_bonus"": 5}",53,✅ B級：趨勢改善
8046.TW,南電,90,3.83,✅ 正流入,2041.07,0.0,⚡ 偏低 (0-2%),,有效季數不足,-6.49,🏆 收縮 (<0%，謹慎經營),-0.0159,🏆 優秀 (現金流強勁),34.3,-2.9,✅ 健康 (穩定),🏆 S級：優質生,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 5, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 10, ""inv_penalty"": 0, ""stability_bonus"": 0, ""asset_growth_bonus"": 10}",53,✅ B級：趨勢改善
1519.TW,華城,62,0.85,✅ 正流入,6258.63,0.01,⚡ 偏低 (0-2%),,有效季數不足,27.48,⚠️ 高速擴張 (20-40%),-0.0292,🏆 優秀 (現金流強勁),160.5,6.7,⚡ 留意 (微升),⚠️ C級：警示,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 0, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 10, ""inv_penalty"": -5, ""stability_bonus"": 0, ""asset_growth_bonus"": -8}",53,✅ B級：趨勢改善
8464.TW,億豐,75,0.86,✅ 正流入,7511.11,0.03,⚡ 偏低 (0-2%),,有效季數不足,5.15,✅ 穩健 (0-10%),0.0405,✅ 健康,82.6,-7.8,✅ 健康 (改善),✅ B級：正常,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 0, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 0, ""inv_penalty"": 5, ""stability_bonus"": 0, ""asset_growth_bonus"": 5}",53,✅ B級：趨勢改善
2303.TW,聯電,95,1.93,✅ 正流入,99838.47,0.05,⚡ 偏低 (0-2%),,有效季數不足,-3.29,🏆 收縮 (<0%，謹慎經營),-0.0994,🏆 優秀 (現金流強勁),59.6,-7.6,✅ 健康 (改善),🏆 S級：優質生,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 5, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 10, ""inv_penalty"": 5, ""stability_bonus"": 0, ""asset_growth_bonus"": 10}",53,✅ B級：趨勢改善
9910.TW,豐泰,90,1.05,✅ 正流入,10433.75,0.04,⚡ 偏低 (0-2%),,有效季數不足,-1.14,🏆 收縮 (<0%，謹慎經營),-0.0415,🏆 優秀 (現金流強勁),36.6,0.2,✅ 健康 (穩定),🏆 S級：優質生,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 5, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 10, ""inv_penalty"": 0, ""stability_bonus"": 0, ""asset_growth_bonus"": 10}",53,✅ B級：趨勢改善
2454.TW,聯發科,90,1.2,✅ 正流入,142957.7,0.02,⚡ 偏低 (0-2%),,有效季數不足,1.67,✅ 穩健 (0-10%),-0.0276,🏆 優秀 (現金流強勁),50.7,-5.8,✅ 健康 (改善),🏆 S級：優質生,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 5, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 10, ""inv_penalty"": 5, ""stability_bonus"": 0, ""asset_growth_bonus"": 5}",53,✅ B級：趨勢改善
2618.TW,長榮航,85,1.45,✅ 正流入,53454.96,0.11,⚡ 偏低 (0-2%),,有效季數不足,6.04,✅ 穩健 (0-10%),-0.0541,🏆 優秀 (現金流強勁),7.2,0.3,✅ 健康 (穩定),⭐ A級：質優生,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 5, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 10, ""inv_penalty"": 0, ""stability_bonus"": 0, ""asset_growth_bonus"": 5}",53,✅ B級：趨勢改善
2383.TW,台光電,32,0.51,✅ 正流入,8523.3,0.0,⚡ 偏低 (0-2%),,有效季數不足,38.51,⚠️ 高速擴張 (20-40%),0.0937,⚡ 留意,50.3,4.1,✅ 健康 (穩定),🛑 D級：高風險,"{""base"": 50, ""ccr_bonus"": 0, ""ccr_extra"": 0, ""fcf_yield_bonus"": 0, ""sloan_penalty"": -10, ""inv_penalty"": 0, ""stability_bonus"": 0, ""asset_growth_bonus"": -8}",53,✅ B級：趨勢改善
3005.TW,神基,60,0.95,✅ 正流入,6219.77,0.03,⚡ 偏低 (0-2%),,有效季數不足,10.86,⚡ 適度擴張 (10-20%),0.007,✅ 健康,74.8,6.3,⚡ 留意 (微升),⚠️ C級：警示,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 0, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 0, ""inv_penalty"": -5, ""stability_bonus"": 0, ""asset_growth_bonus"": 0}",53,✅ B級：趨勢改善
2204.TW,中華,50,0.04,✅ 正流入,959.46,0.0,⚡ 偏低 (0-2%),,有效季數不足,-0.15,🏆 收縮 (<0%，謹慎經營),0.0385,✅ 健康,61.8,24.4,⚠️ 高風險 (積壓),⚠️ C級：警示,"{""base"": 50, ""ccr_bonus"": 0, ""ccr_extra"": 0, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 0, ""inv_penalty"": -10, ""stability_bonus"": 0, ""asset_growth_bonus"": 10}",53,✅ B級：趨勢改善
2610.TW,華航,85,2.44,✅ 正流入,46918.79,0.14,⚡ 偏低 (0-2%),,有效季數不足,8.66,✅ 穩健 (0-10%),-0.0786,🏆 優秀 (現金流強勁),18.6,0.1,✅ 健康 (穩定),⭐ A級：質優生,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 5, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 10, ""inv_penalty"": 0, ""stability_bonus"": 0, ""asset_growth_bonus"": 5}",53,✅ B級：趨勢改善
2492.TW,華新科,90,1.62,✅ 正流入,7319.54,0.04,⚡ 偏低 (0-2%),,有效季數不足,-1.51,🏆 收縮 (<0%，謹慎經營),-0.0357,🏆 優秀 (現金流強勁),70.4,-2.3,✅ 健康 (穩定),🏆 S級：優質生,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 5, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 10, ""inv_penalty"": 0, ""stability_bonus"": 0, ""asset_growth_bonus"": 10}",53,✅ B級：趨勢改善
2449.TW,京元電子,85,1.99,✅ 正流入,13042.98,0.02,⚡ 偏低 (0-2%),,有效季數不足,5.81,✅ 穩健 (0-10%),-0.0444,🏆 優秀 (現金流強勁),13.0,-3.2,✅ 健康 (穩定),⭐ A級：質優生,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 5, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 10, ""inv_penalty"": 0, ""stability_bonus"": 0, ""asset_growth_bonus"": 5}",53,✅ B級：趨勢改善
4536.TW,拓凱,95,0.94,✅ 正流入,2560.65,0.06,⚡ 偏低 (0-2%),,有效季數不足,-6.74,🏆 收縮 (<0%，謹慎經營),-0.011,🏆 優秀 (現金流強勁),51.9,-19.6,🏆 優秀 (大幅改善),🏆 S級：優質生,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 0, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 10, ""inv_penalty"": 10, ""stability_bonus"": 0, ""asset_growth_bonus"": 10}",53,✅ B級：趨勢改善
2393.TW,億光,70,0.95,✅ 正流入,3074.17,0.05,⚡ 偏低 (0-2%),,有效季數不足,0.73,✅ 穩健 (0-10%),0.0066,✅ 健康,22.0,1.6,✅ 健康 (穩定),✅ B級：正常,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 0, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 0, ""inv_penalty"": 0, ""stability_bonus"": 0, ""asset_growth_bonus"": 5}",53,✅ B級：趨勢改善
6213.TW,聯茂,90,1.14,✅ 正流入,2274.08,0.02,⚡ 偏低 (0-2%),,有效季數不足,-4.6,🏆 收縮 (<0%，謹慎經營),-0.0071,🏆 優秀 (現金流強勁),43.0,3.8,✅ 健康 (穩定),🏆 S級：優質生,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 5, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 10, ""inv_penalty"": 0, ""stability_bonus"": 0, ""asset_growth_bonus"": 10}",53,✅ B級：趨勢改善
2206.TW,三陽工業,30,0.68,✅ 正流入,3741.47,0.04,⚡ 偏低 (0-2%),,有效季數不足,40.35,🚫 過度擴張 (>40%),0.0267,✅ 健康,68.1,13.8,⚡ 留意 (微升),🛑 D級：高風險,"{""base"": 50, ""ccr_bonus"": 0, ""ccr_extra"": 0, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 0, ""inv_penalty"": -5, ""stability_bonus"": 0, ""asset_growth_bonus"": -15}",53,✅ B級：趨勢改善
5871.TW,中租-KY,60,0.58,✅ 正流入,14640.65,0.04,⚡ 偏低 (0-2%),,有效季數不足,-2.93,🏆 收縮 (<0%，謹慎經營),0.0144,✅ 健康,,,不適用 (無存貨),⚠️ C級：警示,"{""base"": 50, ""ccr_bonus"": 0, ""ccr_extra"": 0, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 0, ""inv_penalty"": 0, ""stability_bonus"": 0, ""asset_growth_bonus"": 10}",53,✅ B級：趨勢改善
2201.TW,裕隆,85,2.45,✅ 正流入,19067.72,0.23,⚡ 偏低 (0-2%),,有效季數不足,-4.9,🏆 收縮 (<0%，謹慎經營),-0.0366,🏆 優秀 (現金流強勁),69.5,8.4,⚡ 留意 (微升),⭐ A級：質優生,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 5, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 10, ""inv_penalty"": -5, ""stability_bonus"": 0, ""asset_growth_bonus"": 10}",53,✅ B級：趨勢改善
1590.TW,亞德客-KY,80,1.0,✅ 正流入,8286.79,0.02,⚡ 偏低 (0-2%),,有效季數不足,2.04,✅ 穩健 (0-10%),0.028,✅ 健康,96.4,-18.1,🏆 優秀 (大幅改善),⭐ A級：質優生,"{""base"": 50, ""ccr_bonus"": 15, ""ccr_extra"": 0, ""fcf_yield_bonus"": 0, ""sloan_penalty"": 0, ""inv_penalty"": 10, ""stability_bonus"": 0, ""asset_growth_bonus"": 5}",53,✅ B級：趨勢改善
